service_id,date,exception_type
27710,20260818,1
27712,20260818,1
27715,20260818,1
27718,20260818,1
27719,20260818,1
27721,20260818,1
27725,20260818,1
27730,20260818,1
27731,20260818,1
27734,20260818,1
27739,20260818,1
27740,20260818,1
27741,20260818,1
27742,20260818,1
27749,20260818,1
27750,20260818,1
27751,20260818,1
27752,20260818,1
27694,20260819,1
27696,20260819,1
27698,20260819,1
27700,20260819,1
27703,20260819,1
27706,20260819,1
27710,20260819,1
27713,20260819,1
27715,20260819,1
27718,20260819,1
27719,20260819,1
27722,20260819,1
27724,20260819,1
27728,20260819,1
27729,20260819,1
27734,20260819,1
27741,20260819,1
27742,20260819,1
27743,20260819,1
27744,20260819,1
27749,20260819,1
27750,20260819,1
27751,20260819,1
27752,20260819,1
27694,20260820,1
27696,20260820,1
27698,20260820,1
27700,20260820,1
27703,20260820,1
27705,20260820,1
27710,20260820,1
27711,20260820,1
27715,20260820,1
27718,20260820,1
27719,20260820,1
27721,20260820,1
27725,20260820,1
27730,20260820,1
27731,20260820,1
27734,20260820,1
27739,20260820,1
27740,20260820,1
27741,20260820,1
27742,20260820,1
27749,20260820,1
27750,20260820,1
27751,20260820,1
27752,20260820,1
27692,20260821,1
27786,20260826,1
27779,20260828,1
27780,20260828,1
27798,20260828,1
27799,20260828,1
27804,20260828,1
27819,20260828,1
27820,20260828,1
27821,20260828,1
27822,20260828,1
27761,20260907,1
27764,20260907,1
27767,20261005,1
27769,20261005,1
27771,20261005,1
27773,20261005,1
27776,20261005,1
27779,20261005,1
27780,20261005,1
27786,20261005,1
27788,20261005,1
27789,20261005,1
27792,20261005,1
27795,20261005,1
27798,20261005,1
27799,20261005,1
27804,20261005,1
27807,20261005,1
27808,20261005,1
27809,20261005,1
27810,20261005,1
27811,20261005,1
27819,20261005,1
27820,20261005,1
27821,20261005,1
27822,20261005,1
27767,20261006,1
27769,20261006,1
27771,20261006,1
27773,20261006,1
27776,20261006,1
27779,20261006,1
27780,20261006,1
